,area of study,course_name,university_name,course_fee,course_link
14,human-welfare-studies-and-services,Bachelor of Arts Hons (Early Childhood Studies) (Integrated foundation),University of Gloucestershire,"GBP 58,800",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/Bachelor-of-Arts-Hons-Early-Childhood-Studies-Integrated-foundation/p/PRG-UK-00338002
15,human-welfare-studies-and-services,Certificate III in Community Services,TAFE Western Australia,"AUD 6,530",https://www.idp.com/global/Categories/TAFE-Western-Australia/Certificate-III-in-Community-Services/p/PRG-AU-00211164
16,human-welfare-studies-and-services,Certificate IV in Community Services,TAFE Western Australia,"AUD 6,530",https://www.idp.com/global/Categories/TAFE-Western-Australia/Certificate-IV-in-Community-Services/p/PRG-AU-00211161
17,human-welfare-studies-and-services,Certificate IV in Community Services,TAFE Western Australia,"AUD 13,060",https://www.idp.com/global/Categories/TAFE-Western-Australia/Certificate-IV-in-Community-Services/p/PRG-AU-00330360
18,human-welfare-studies-and-services,MSc Human Factors and Ergonomics,University of Nottingham,"GBP 25,000",https://www.idp.com/global/Categories/University-of-Nottingham/MSc-Human-Factors-and-Ergonomics/p/PRG-UK-00081171
19,human-welfare-studies-and-services,Masters of Arts in Children's Book Illustration,Anglia Ruskin University,"GBP 16,600",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/Masters-of-Arts-in-Childrens-Book-Illustration/p/PRG-UK-00096491
20,human-welfare-studies-and-services,Advanced Diploma in Child and Youth Care,Fleming College,"CAD 50,333",https://www.idp.com/global/Categories/Fleming-College/Advanced-Diploma-in-Child-and-Youth-Care/p/PRG-CA-00104923
21,human-welfare-studies-and-services,Bachelor of Social Work,University of South Australia,"AUD 117,600",https://www.idp.com/global/Categories/University-of-South-Australia/Bachelor-of-Social-Work/p/PRG-AU-00065635
22,human-welfare-studies-and-services,"Master of Arts in Children, Youth and International Development",Brunel University,"GBP 16,335",https://www.idp.com/global/Categories/Brunel-University/Master-of-Arts-in-Children-Youth-and-International-Development/p/PRG-UK-00071443
23,human-welfare-studies-and-services,Certificate III in Individual Support,Box Hill Institute,"AUD 8,430",https://www.idp.com/global/Categories/Box-Hill-Institute/Certificate-III-in-Individual-Support/p/PRG-AU-00218141
24,human-welfare-studies-and-services,Bachelor of Human Services,Queensland University of Technology,"AUD 94,800",https://www.idp.com/global/Categories/Queensland-University-of-Technology/Bachelor-of-Human-Services/p/PRG-AU-00061901
25,human-welfare-studies-and-services,Certificate 3 in Individual Support (Ageing),TAFE NSW Institutes,"AUD 8,170",https://www.idp.com/global/Categories/TAFE-NSW-Institutes/Certificate-3-in-Individual-Support-Ageing/p/PRG-AU-00241380
26,human-welfare-studies-and-services,"Bachelor of Exercise and Sport Science (Family, Society and Health)",Deakin University,"AUD 111,000",https://www.idp.com/global/Categories/Deakin-University/Bachelor-of-Exercise-and-Sport-Science-Family-Society-and-Health/p/PRG-AU-00268654
27,human-welfare-studies-and-services,Childhood Studies MA,University of Leeds,"GBP 19,500",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/Childhood-Studies-MA/p/PRG-UK-00106751
28,human-welfare-studies-and-services,Children's Literature and Literacies MEd,University of Glasgow,"GBP 18,370",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/Childrens-Literature-and-Literacies-MEd/p/PRG-UK-00066739
29,human-welfare-studies-and-services,MA Working for Children and Young People (Youth Work Initial Qualifying),University of South Wales,"GBP 14,300",https://www.idp.com/global/Categories/University-of-South-Wales/MA-Working-for-Children-and-Young-People-Youth-Work-Initial-Qualifying/p/PRG-UK-00111190
30,human-welfare-studies-and-services,Master of Human Rights,Curtin University,"AUD 45,150",https://www.idp.com/global/Categories/Curtin-University/Master-of-Human-Rights/p/PRG-AU-00061065
31,human-welfare-studies-and-services,Bachelor of Exercise and Sport Science (Disability and Inclusion),Deakin University,"AUD 111,000",https://www.idp.com/global/Categories/Deakin-University/Bachelor-of-Exercise-and-Sport-Science-Disability-and-Inclusion/p/PRG-AU-00268655
32,human-welfare-studies-and-services,MA International Child Rights and Development,King's College London,"GBP 18,780",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/MA-International-Child-Rights-and-Development/p/PRG-UK-00102628
33,human-welfare-studies-and-services,Certificate IV in Ageing Support,Canberra Institute of Technology,"AUD 7,250",https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/Certificate-IV-in-Ageing-Support/p/PRG-AU-00228140
34,human-welfare-studies-and-services,CIT PACKAGE: Certificate III in Individual Support (Ageing) and Certificat...,Canberra Institute of Technology,"AUD 14,500",https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/CIT-PACKAGE-Certificate-III-in-Individual-Support-Ageing-and-Certificate-IV-in-Ageing-Support/p/PRG-AU-00330318
35,human-welfare-studies-and-services,Certificate III in Individual Support,Academia International,"AUD 7,500",https://www.idp.com/global/Categories/Academia-International/Certificate-III-in-Individual-Support/p/PRG-AU-00234272
36,human-welfare-studies-and-services,Childhood and Youth Studies MA,University of Sussex,"GBP 18,500",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/Childhood-and-Youth-Studies-MA/p/PRG-UK-00337398
37,human-welfare-studies-and-services,Master of Disability Policy and Practice,Flinders University,"AUD 75,000",https://www.idp.com/global/Categories/Flinders-University/Master-of-Disability-Policy-and-Practice/p/PRG-AU-00175443
38,human-welfare-studies-and-services,Master of Disability Policy and Practice,Flinders University,"AUD 56,250",https://www.idp.com/global/Categories/Flinders-University/Master-of-Disability-Policy-and-Practice/p/PRG-AU-00197920
39,human-welfare-studies-and-services,Diploma of Community Services,EQUALS International Pty Ltd,"AUD 12,950",https://www.idp.com/global/Categories/EQUALS-International-Pty-Ltd/Diploma-of-Community-Services/p/PRG-AU-00211779
40,human-welfare-studies-and-services,Diploma of Community Services,EQUALS International Pty Ltd,"AUD 12,950",https://www.idp.com/global/Categories/EQUALS-International-Pty-Ltd/Diploma-of-Community-Services/p/PRG-AU-00211779
41,human-welfare-studies-and-services,Certificate III in Individual Support (Ageing),EQUALS International Pty Ltd,"AUD 2,495",https://www.idp.com/global/Categories/EQUALS-International-Pty-Ltd/Certificate-III-in-Individual-Support-Ageing/p/PRG-AU-00211777
42,human-welfare-studies-and-services,Advanced Diploma in Child and Youth Care,Centennial College of Applied Arts and Technology,"CAD 43,508",https://www.idp.com/global/Categories/Centennial-College-of-Applied-Arts-and-Technology/Advanced-Diploma-in-Child-and-Youth-Care/p/PRG-CA-00090688
43,human-welfare-studies-and-services,Master of Arts in Conflict Resolution,University of Essex,"GBP 17,900",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Studies/Master-of-Arts-in-Conflict-Resolution/p/PRG-UK-00105066
44,human-welfare-studies-and-services,Bachelor of Nutrition Science (Disability and Inclusion),Deakin University,"AUD 106,800",https://www.idp.com/global/Categories/Deakin-University/Bachelor-of-Nutrition-Science-Disability-and-Inclusion/p/PRG-AU-00268834
45,human-welfare-studies-and-services,Master of Disability Policy and Practice (2 years),Flinders University,"AUD 75,000",https://www.idp.com/global/Categories/Flinders-University/Master-of-Disability-Policy-and-Practice-2-years/p/PRG-AU-00362287
46,human-welfare-studies-and-services,Master of Disability Policy and Practice (085326G),Flinders University,"AUD 75,000",https://www.idp.com/global/Categories/Flinders-University/Master-of-Disability-Policy-and-Practice-085326G/p/PRG-AU-00364344
47,human-welfare-studies-and-services,"MA Childhood, Youth and Social Policy",Loughborough University,"GBP 19,950",https://www.idp.com/global/Categories/Loughborough-University/MA-Childhood-Youth-and-Social-Policy/p/PRG-UK-00306760
48,human-welfare-studies-and-services,"Educational Studies (Adult Education, Community Development and Youth Stud...",University of Glasgow,"GBP 18,370",https://www.idp.com/global/Categories/University-of-Glasgow/Educational-Studies-Adult-Education-Community-Development-and-Youth-Studies-Msc/p/PRG-UK-00266418
49,human-welfare-studies-and-services,Bachelor of Arts in Western Civilisation (Honours),University of Wollongong,"AUD 26,592",https://www.idp.com/global/Categories/University-of-Wollongong/Bachelor-of-Arts-in-Western-Civilisation-Honours/p/PRG-AU-00362375
50,human-welfare-studies-and-services,Certificate IV in Ageing Support,Academia International,"AUD 5,000",https://www.idp.com/global/Categories/Academia-International/Certificate-IV-in-Ageing-Support/p/PRG-AU-00234288
51,human-welfare-studies-and-services,International Foundation Programme (Arts and Humanities),University of Bristol,"GBP 21,100",https://www.idp.com/global/Categories/University-of-Bristol/International-Foundation-Programme-Arts-and-Humanities/p/PRG-UK-00268471
52,human-welfare-studies-and-services,Certificate IV in Ageing Support,TAFE NSW Institutes,"AUD 12,430",https://www.idp.com/global/Categories/TAFE-NSW-Institutes/Certificate-IV-in-Ageing-Support/p/PRG-AU-00241376
53,human-welfare-studies-and-services,Bachelor of Youth Work,Australian Catholic University,"AUD 72,312",https://www.idp.com/global/Categories/Australian-Catholic-University/Bachelor-of-Youth-Work/p/PRG-AU-00158300
54,human-welfare-studies-and-services,Certificate III in Individual Support (Ageing),Canberra Institute of Technology,"AUD 7,250",https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/Certificate-III-in-Individual-Support-Ageing/p/PRG-AU-00225824
55,human-welfare-studies-and-services,Certificate III in Individual Support (Disability),Canberra Institute of Technology,"AUD 7,250",https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/Certificate-III-in-Individual-Support-Disability/p/PRG-AU-00228144
56,human-welfare-studies-and-services,Bachelor of Arts in Western Civilisation,University of Wollongong,"AUD 79,776",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Studies/Bachelor-of-Arts-in-Western-Civilisation/p/PRG-AU-00330483
57,human-welfare-studies-and-services,"Adult Education, Community Development and Youth Work MEd/PgDip",University of Glasgow,"GBP 18,370",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/Adult-Education-Community-Development-and-Youth-Work-MEdPgDip/p/PRG-UK-00336036
58,human-welfare-studies-and-services,MA/PGDip/PGCert Childhood Studies,Swansea University,"GBP 16,100",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/MAPGDipPGCert-Childhood-Studies/p/PRG-UK-00070937
59,human-welfare-studies-and-services,Certificate IV in Ageing Support (Package Program) Includes Certificate II...,Academia International,"AUD 15,000",https://www.idp.com/global/Categories/Academia-International/Certificate-IV-in-Ageing-Support-Package-Program-Includes-Certificate-III-in-Individual-Support/p/PRG-AU-00234372
60,human-welfare-studies-and-services,Diploma in Youth Work,Australian Catholic University,"AUD 24,104",https://www.idp.com/global/Categories/Australian-Catholic-University/Diploma-in-Youth-Work/p/PRG-AU-00158302
61,human-welfare-studies-and-services,Bachelor of Counselling - Professional Youth Work,Edith Cowan University,"AUD 97,650",https://www.idp.com/global/Categories/Edith-Cowan-University/Bachelor-of-Counselling-Professional-Youth-Work/p/PRG-AU-00369534
62,human-welfare-studies-and-services,Certificate IV in Community Services Work.,TAFE NSW Institutes,"AUD 11,910",https://www.idp.com/global/Categories/TAFE-NSW-Institutes/Certificate-IV-in-Community-Services-Work/p/PRG-AU-00307425
63,human-welfare-studies-and-services,Bachelor of Community and Human Services,Federation University Australia,"AUD 73,200",https://www.idp.com/global/Categories/Federation-University-Australia/Bachelor-of-Community-and-Human-Services/p/PRG-AU-00195664
64,human-welfare-studies-and-services,Diploma of Community Services,Canberra Institute of Technology,"AUD 14,500",https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/Diploma-of-Community-Services/p/PRG-AU-00228135
65,human-welfare-studies-and-services,Certificate IV in Community Services,Canberra Institute of Technology,"AUD 14,500",https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/Certificate-IV-in-Community-Services/p/PRG-AU-00228139
66,human-welfare-studies-and-services,Certificate III in Individual Support (Home and Community),Canberra Institute of Technology,"AUD 7,250",https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/Certificate-III-in-Individual-Support-Home-and-Community/p/PRG-AU-00228147
67,human-welfare-studies-and-services,CIT PACKAGE: Certificate IV in Alcohol and Other Drugs and Diploma of Comm...,Canberra Institute of Technology,"AUD 29,000",https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/CIT-PACKAGE-Certificate-IV-in-Alcohol-and-Other-Drugs-and-Diploma-of-Community-Services/p/PRG-AU-00330320
68,human-welfare-studies-and-services,Bachelor of Community Welfare,Western Sydney University,"AUD 78,720",https://www.idp.com/global/Categories/Western-Sydney-University/Bachelor-of-Community-Welfare/p/PRG-AU-00063075
69,human-welfare-studies-and-services,Bachelor of Applied Social Science (Community Services) -097401C,Think Colleges,"AUD 67,800",https://www.idp.com/global/Categories/Think-Colleges/Bachelor-of-Applied-Social-Science-Community-Services-097401C/p/PRG-AU-00375504
70,human-welfare-studies-and-services,Diploma of Community Services,TAFE NSW Institutes,"AUD 13,350",https://www.idp.com/global/Categories/TAFE-NSW-Institutes/Diploma-of-Community-Services/p/PRG-AU-00265406
71,human-welfare-studies-and-services,Certificate III in Individual Support (Aged Care),Gordon Institute of TAFE,"AUD 7,269",https://www.idp.com/global/Categories/Gordon-Institute-of-TAFE/Certificate-III-in-Individual-Support-Aged-Care/p/PRG-AU-00269143
72,human-welfare-studies-and-services,Certificate III in Individual Support,TAFE Western Australia,"AUD 6,530",https://www.idp.com/global/Categories/TAFE-Western-Australia/Certificate-III-in-Individual-Support/p/PRG-AU-00269716
73,human-welfare-studies-and-services,Certificate IV in Community Services,TAFE South Australia,"AUD 10,050",https://www.idp.com/global/Categories/TAFE-South-Australia/Certificate-IV-in-Community-Services/p/PRG-AU-00110406
74,human-welfare-studies-and-services,Bachelor of Community Development,Victoria University,"AUD 72,000",https://www.idp.com/global/Categories/Victoria-University/Bachelor-of-Community-Development/p/PRG-AU-00208484
75,human-welfare-studies-and-services,Certificate IV in Ageing Support,TAFE Western Australia,"AUD 6,530",https://www.idp.com/global/Categories/TAFE-Western-Australia/Certificate-IV-in-Ageing-Support/p/PRG-AU-00211180
76,human-welfare-studies-and-services,Bachelor of Human Services and Entrepreneurship,Federation University Australia,"AUD 73,200",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/Bachelor-of-Human-Services-and-Entrepreneurship/p/PRG-AU-00329544
77,human-welfare-studies-and-services,Diploma of Community Service,Stott's College,"AUD 19,000",https://www.idp.com/global/Categories/Stott%27s-College/Diploma-of-Community-Service/p/PRG-AU-00239208
78,human-welfare-studies-and-services,Bachelor of Human Services (Hons),The University of Queensland,"AUD 32,352",https://www.idp.com/global/Categories/The-University-of-Queensland/Bachelor-of-Human-Services-Hons/p/PRG-AU-00310058
79,human-welfare-studies-and-services,Associate of Arts in American Sign Language (Berkeley City College),Peralta Community College District,"USD 15,900",https://www.idp.com/global/Categories/Peralta-Community-College-District/Associate-of-Arts-in-American-Sign-Language-Berkeley-City-College/p/PRG-US-00232762
80,human-welfare-studies-and-services,Bachelor of Disability and Developmental Education,Flinders University,"AUD 154,000",https://www.idp.com/global/Categories/Flinders-University/Bachelor-of-Disability-and-Developmental-Education/p/PRG-AU-00062678
81,human-welfare-studies-and-services,Bachelor of Youth Work,Victoria University,"AUD 75,000",https://www.idp.com/global/Categories/Victoria-University/Bachelor-of-Youth-Work/p/PRG-AU-00062861
82,human-welfare-studies-and-services,Graduate Certificate in Disability Studies,Flinders University,"AUD 18,800",https://www.idp.com/global/Categories/Flinders-University/Graduate-Certificate-in-Disability-Studies/p/PRG-AU-00063998
83,human-welfare-studies-and-services,Bachelor of Human Services,University of the Sunshine Coast,"AUD 73,200",https://www.idp.com/global/Categories/University-of-the-Sunshine-Coast/Bachelor-of-Human-Services/p/PRG-AU-00066294
84,human-welfare-studies-and-services,Bachelor of Arts (BA) in Community Development,Murdoch University,"AUD 79,314",https://www.idp.com/global/Categories/Murdoch-University/Bachelor-of-Arts-BA-in-Community-Development/p/PRG-AU-00114288
85,human-welfare-studies-and-services,Doctor of Philosophy (Inclusive Education and Disability Studies),The University of Newcastle,"AUD 125,760",https://www.idp.com/global/Categories/The-University-of-Newcastle/Doctor-of-Philosophy-Inclusive-Education-and-Disability-Studies/p/PRG-AU-00231992
86,human-welfare-studies-and-services,Certificate III in Individual Support,Chisholm Institute of TAFE,"AUD 7,500",https://www.idp.com/global/Categories/Chisholm-Institute-of-TAFE/Certificate-III-in-Individual-Support/p/PRG-AU-00233736
87,human-welfare-studies-and-services,Bachelor of Community Services,Box Hill Institute,"AUD 52,950",https://www.idp.com/global/Categories/Box-Hill-Institute/Bachelor-of-Community-Services/p/PRG-AU-00239020
88,human-welfare-studies-and-services,Certificate IV in Ageing Support (Upgrade),Imagine Education Australia,"AUD 4,500",https://www.idp.com/global/Categories/Imagine-Education-Australia/Certificate-IV-in-Ageing-Support-Upgrade/p/PRG-AU-00239576
89,human-welfare-studies-and-services,Certificate III in Health Services Assistance,EQUALS International Pty Ltd,"AUD 2,495",https://www.idp.com/global/Categories/EQUALS-International-Pty-Ltd/Certificate-III-in-Health-Services-Assistance/p/PRG-AU-00245357
90,human-welfare-studies-and-services,Graduate Certificate in Youth Justice and Interventions,Durham College,"CAD 13,872",https://www.idp.com/global/Categories/Durham-College/Graduate-Certificate-in-Youth-Justice-and-Interventions/p/PRG-CA-00068425
91,human-welfare-studies-and-services,Certificate in Youth Care Worker,Saskatchewan Polytechnic,"CAD 15,720",https://www.idp.com/global/Categories/Saskatchewan-Polytechnic/Certificate-in-Youth-Care-Worker/p/PRG-CA-00070598
92,human-welfare-studies-and-services,Diploma in Child and Youth Care,MacEwan University,"CAD 40,200",https://www.idp.com/global/Categories/MacEwan-University/Diploma-in-Child-and-Youth-Care/p/PRG-CA-00090498
93,human-welfare-studies-and-services,Bachelor of Child and Youth Care,MacEwan University,"CAD 80,400",https://www.idp.com/global/Categories/MacEwan-University/Bachelor-of-Child-and-Youth-Care/p/PRG-CA-00090499
94,human-welfare-studies-and-services,Diploma in Child and Youth Care,Red River College,"CAD 28,282",https://www.idp.com/global/Categories/Red-River-College/Diploma-in-Child-and-Youth-Care/p/PRG-CA-00091255
95,human-welfare-studies-and-services,BA (Hons) British Sign Language and Deaf Studies (Foundation Entry),University of Central Lancashire,"GBP 50,800",https://www.idp.com/global/Categories/University-of-Central-Lancashire/BA-Hons-British-Sign-Language-and-Deaf-Studies-Foundation-Entry/p/PRG-UK-00170550
96,human-welfare-studies-and-services,PgDip Youth Justice,Queen's University Belfast,"GBP 11,800",https://www.idp.com/global/Categories/Queen%27s-University-Belfast/PgDip-Youth-Justice/p/PRG-UK-00186479
97,human-welfare-studies-and-services,Associate of Arts in American Sign Language (Berkeley City College),Peralta Community College District,"USD 15,900",https://www.idp.com/global/Categories/Peralta-Community-College-District/Associate-of-Arts-in-American-Sign-Language-Berkeley-City-College/p/PRG-US-00232762
98,human-welfare-studies-and-services,Certificate of Achievement in American Sign Language (Berkeley City Colleg...,Peralta Community College District,"USD 15,900",https://www.idp.com/global/Categories/Peralta-Community-College-District/Certificate-of-Achievement-in-American-Sign-Language-Berkeley-City-College/p/PRG-US-00232781
99,human-welfare-studies-and-services,Master of Pastoral Ministry - Youth Ministry,University of Dallas,"USD 25,345",https://www.idp.com/global/Categories/University-of-Dallas/Master-of-Pastoral-Ministry-Youth-Ministry/p/PRG-US-00250907
100,human-welfare-studies-and-services,Doctor of Philosophy in Child and Youth Care,University of Victoria,"CAD 25,370",https://www.idp.com/global/Categories/University-of-Victoria/Doctor-of-Philosophy-in-Child-and-Youth-Care/p/PRG-CA-00092839
101,human-welfare-studies-and-services,Bachelor of Child and Youth Care,University of Victoria,"CAD 103,440",https://www.idp.com/global/Categories/University-of-Victoria/Bachelor-of-Child-and-Youth-Care/p/PRG-CA-00092945
102,human-welfare-studies-and-services,Ontario College Advanced Diploma in Child and Youth Care - Indigenous Spec...,Confederation College of Applied Arts and Technology,"CAD 19,953",https://www.idp.com/global/Categories/Confederation-College-of-Applied-Arts-and-Technology/Ontario-College-Advanced-Diploma-in-Child-and-Youth-Care-Indigenous-Specialization/p/PRG-CA-00120973
103,human-welfare-studies-and-services,Bachelor of Child and Youth Care - Indigenous,University of Victoria,"CAD 103,440",https://www.idp.com/global/Categories/University-of-Victoria/Bachelor-of-Child-and-Youth-Care-Indigenous/p/PRG-CA-00153307
104,human-welfare-studies-and-services,BA (Hons) Youth and Community Work,University of Huddersfield,"GBP 45,000",https://www.idp.com/global/Categories/University-of-Huddersfield/BA-Hons-Youth-and-Community-Work/p/PRG-UK-00095348
105,human-welfare-studies-and-services,MSc/PGDip/PGCert Ergonomics and Human Factors - Human Factors for Inclusiv...,Loughborough University,"GBP 25,450",https://www.idp.com/global/Categories/Loughborough-University/MScPGDipPGCert-Ergonomics-and-Human-Factors-Human-Factors-for-Inclusive-Design/p/PRG-UK-00095892
106,human-welfare-studies-and-services,MSc Psychological Research Methods (Child Development),University of Stirling,"GBP 20,845",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/MSc-Psychological-Research-Methods-Child-Development/p/PRG-UK-00099407
107,human-welfare-studies-and-services,Gerontology and Ageing MSc,King's College London,"GBP 23,460",https://www.idp.com/global/Categories/King%27s-College-London/Gerontology-and-Ageing-MSc/p/PRG-UK-00102523
108,human-welfare-studies-and-services,BA (Hons) Public Services - Top-up,University of Central Lancashire,"GBP 12,700",https://www.idp.com/global/Categories/University-of-Central-Lancashire/BA-Hons-Public-Services-Top-up/p/PRG-UK-00104192
109,human-welfare-studies-and-services,Master of Science in Conflict Resolution,University of Essex,"GBP 17,900",https://www.idp.com/global/Categories/University-of-Essex/Master-of-Science-in-Conflict-Resolution/p/PRG-UK-00105065
110,human-welfare-studies-and-services,Masters of Art in Gender Studies,University of East Anglia,"GBP 17,600",https://www.idp.com/global/Categories/University-of-East-Anglia/Masters-of-Art-in-Gender-Studies/p/PRG-UK-00270569
111,human-welfare-studies-and-services,Inequalities and Social Science MSc,University of Leeds,"GBP 20,000",https://www.idp.com/global/Categories/University-of-Leeds/Inequalities-and-Social-Science-MSc/p/PRG-UK-00273929
112,human-welfare-studies-and-services,MSc/PGDip/PGCert Ergonomics and Human Factors,Loughborough University,"GBP 25,450",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/MScPGDipPGCert-Ergonomics-and-Human-Factors/p/PRG-UK-00275162
113,human-welfare-studies-and-services,Diploma in American Sign Language/English Interpretation,Nova Scotia Community College,"CAD 22,700",https://www.idp.com/global/Categories/Nova-Scotia-Community-College/Diploma-in-American-Sign-LanguageEnglish-Interpretation/p/PRG-CA-00276345
114,human-welfare-studies-and-services,Certificate in Arts in Human Services,University of Canterbury,"NZD 14,000",https://www.idp.com/global/Categories/University-of-Canterbury/Certificate-in-Arts-in-Human-Services/p/PRG-NZ-00193609
115,human-welfare-studies-and-services,Diploma in Global Humanitarian Engineering,University of Canterbury,"NZD 21,500",https://www.idp.com/global/Categories/University-of-Canterbury/Diploma-in-Global-Humanitarian-Engineering/p/PRG-NZ-00193910
116,human-welfare-studies-and-services,Master of Arts (Coursework) - Childhood and Youth Studies,The University of Otago,"NZD 33,075",https://www.idp.com/global/Categories/The-University-of-Otago/Master-of-Arts-Coursework-Childhood-and-Youth-Studies/p/PRG-NZ-00198418
117,human-welfare-studies-and-services,Bachelor of Child and Youth Care - Indigenous,University of Victoria,"CAD 103,440",https://www.idp.com/global/Categories/University-of-Victoria/Bachelor-of-Child-and-Youth-Care-Indigenous/p/PRG-CA-00153307
118,human-welfare-studies-and-services,Certificate in ASL and Deaf Studies,Red River College,"CAD 14,141",https://www.idp.com/global/Categories/Red-River-College/Certificate-in-ASL-and-Deaf-Studies/p/PRG-CA-00175042
119,human-welfare-studies-and-services,Certificate III in Individual Support,Government Education and Training International-Tasmania,"AUD 8,300",https://www.idp.com/global/Categories/Government-Education-and-Training-International-Tasmania/Certificate-III-in-Individual-Support/p/PRG-AU-00329674
120,human-welfare-studies-and-services,Bachelor of Arts and Science - Human Nutrition,The University of Otago,"NZD 117,516",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/Bachelor-of-Arts-and-Science-Human-Nutrition/p/PRG-NZ-00333938
121,human-welfare-studies-and-services,"BA (Hons) Special Educational Needs, Disabilities and Inclusion",University of Huddersfield,"GBP 45,000",https://www.idp.com/global/Categories/All-Human-Welfare-Studies-And-Services/Welfare-Services/BA-Hons-Special-Educational-Needs-Disabilities-and-Inclusion/p/PRG-UK-00336275
