,location,course_link,duration,entry_score,course_qualification,intakes
73,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Immigration-Law/p/PRG-US-00349906,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
74,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Dispute-Resolution/p/PRG-US-00349908,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
75,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Criminal-Law/p/PRG-US-00349909,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
76,United States,https://www.idp.com/global/Categories/Suffolk-University/Juris-Doctor-Dispute-Resolution-Accelerated/p/PRG-US-00350054,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
77,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-International-Law-Accelerated/p/PRG-US-00350049,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
78,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Health-and-Biomedical-Law-Accelerated/p/PRG-US-00350051,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
79,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Civil-Rights-and-Human-Rights-Law-Accelerated/p/PRG-US-00350058,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
80,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Environmental-and-Energy-Law-Accelerated/p/PRG-US-00350060,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
81,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Intellectual-Property/p/PRG-US-00350102,8 Semester(s),6.5 IELTS,Ph.D.,['august']
82,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Criminal-Law/p/PRG-US-00350108,8 Semester(s),6.5 IELTS,Ph.D.,['august']
83,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Health-and-Biomedical-Law/p/PRG-US-00350104,8 Semester(s),6.5 IELTS,Ph.D.,['august']
84,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Environmental-and-Energy-Law/p/PRG-US-00350116,8 Semester(s),6.5 IELTS,Ph.D.,['august']
85,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Juvenile-and-Family-Law/p/PRG-US-00350101,8 Semester(s),6.5 IELTS,Ph.D.,['august']
86,United States,https://www.idp.com/global/Categories/Suffolk-University/Doctor-of-Juridical-Science-Immigration-Law/p/PRG-US-00350105,8 Semester(s),6.5 IELTS,Ph.D.,['august']
87,United Kingdom,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Law/Law-LLB-Hons/p/PRG-UK-00066309,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
88,Australia,https://www.idp.com/global/Categories/The-University-of-Melbourne/Juris-Doctor/p/PRG-AU-00075212,3 Year(s),7.0 IELTS,Masters Degree (Coursework),['march']
89,United States,https://www.idp.com/global/Categories/Suffolk-University/Master-of-Laws-International-Law/p/PRG-US-00349846,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
90,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Business-Law-and-Financial-Services/p/PRG-US-00349840,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
91,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Intellectual-Property/p/PRG-US-00349845,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
92,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Health-and-Biomedical-Law/p/PRG-US-00349842,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
93,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Trial-and-Appellate-Advocacy/p/PRG-US-00349849,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
94,United States,https://www.idp.com/global/Categories/Suffolk-University/Master-of-Laws-Immigration-Law/p/PRG-US-00349866,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
95,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Civil-Rights-and-Human-Rights-Law/p/PRG-US-00349858,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
96,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Legal-Innovation-and-Technology/p/PRG-US-00349848,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
97,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Law-and-Public-Service/p/PRG-US-00349869,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
98,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Labor-and-Employment-Law/p/PRG-US-00349868,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
99,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Juvenile-and-Family-Law/p/PRG-US-00349867,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
100,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Patent-Law/p/PRG-US-00349870,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
101,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Law-and-Public-Service/p/PRG-US-00349878,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
102,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Master-of-Laws-Environmental-and-Energy-Law/p/PRG-US-00349865,2 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
103,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-International-Law/p/PRG-US-00349902,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
104,United States,https://www.idp.com/global/Categories/Suffolk-University/Juris-Doctor-Corporate-Finance-and-Business/p/PRG-US-00349912,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
105,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Bankruptcy/p/PRG-US-00349910,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
106,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Civil-Rights-and-Human-Rights-Law/p/PRG-US-00349913,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
107,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Civil-Litigation/p/PRG-US-00349914,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
108,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Environmental-and-Energy-Law/p/PRG-US-00349917,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
109,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Diversity-and-Social-Justice/p/PRG-US-00349918,6 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
110,United States,https://www.idp.com/global/Categories/Suffolk-University/Juris-Doctor-Law-and-Public-Service-Accelerated/p/PRG-US-00350038,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
111,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Patent-Law-Accelerated/p/PRG-US-00350041,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
112,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Labor-and-Employment-Law-Accelerated/p/PRG-US-00350042,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
113,United States,https://www.idp.com/global/Categories/Suffolk-University/Juris-Doctor-Corporate-Finance-and-Business-Accelerated/p/PRG-US-00350057,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
114,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Juvenile-and-Family-Law-Accelerated/p/PRG-US-00350046,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
115,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Intellectual-Property-Accelerated/p/PRG-US-00350048,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
116,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Immigration-Law-Accelerated/p/PRG-US-00350052,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
117,United States,https://www.idp.com/global/Categories/Suffolk-University/Juris-Doctor-Diversity-and-Social-Justice-Accelerated/p/PRG-US-00350061,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
118,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Criminal-Law-Accelerated/p/PRG-US-00350055,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
119,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Civil-Litigation-Accelerated/p/PRG-US-00350059,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
120,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Law-and-Public-Service/p/PRG-US-00350095,8 Semester(s),6.5 IELTS,Ph.D.,['august']
121,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Juris-Doctor-Bankruptcy-Accelerated/p/PRG-US-00350056,4 Semester(s),6.5 IELTS,Juris Doctor,"['may', 'august']"
122,United States,https://www.idp.com/global/Categories/Suffolk-University/Doctor-of-Juridical-Science-International-Law/p/PRG-US-00350103,8 Semester(s),6.5 IELTS,Ph.D.,['august']
123,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Patent-Law/p/PRG-US-00350099,8 Semester(s),6.5 IELTS,Ph.D.,['august']
124,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Labor-and-Employment-Law/p/PRG-US-00350100,8 Semester(s),6.5 IELTS,Ph.D.,['august']
125,United States,https://www.idp.com/global/Categories/Suffolk-University/Doctor-of-Juridical-Science-Dispute-Resolution/p/PRG-US-00350107,8 Semester(s),6.5 IELTS,Ph.D.,['august']
126,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Bankruptcy/p/PRG-US-00350109,8 Semester(s),6.5 IELTS,Ph.D.,['august']
127,United States,https://www.idp.com/global/Categories/Suffolk-University/Doctor-of-Juridical-Science-Diversity-and-Social-Justice/p/PRG-US-00350118,8 Semester(s),6.5 IELTS,Ph.D.,['august']
128,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Civil-Rights-and-Human-Rights-Law/p/PRG-US-00350112,8 Semester(s),6.5 IELTS,Ph.D.,['august']
129,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Corporate-Finance-and-Business/p/PRG-US-00350111,8 Semester(s),6.5 IELTS,Ph.D.,['august']
130,United States,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Legal-Studies/Doctor-of-Juridical-Science-Civil-Litigation/p/PRG-US-00350115,8 Semester(s),6.5 IELTS,Ph.D.,['august']
131,United Kingdom,https://www.idp.com/global/Categories/Law-and-Legal-Studies/Law/LLM-Law/p/PRG-UK-00077494,1 Year(s),6.5 IELTS,Masters Degree (Taught),['october']
132,Australia,https://www.idp.com/global/Categories/University-of-Technology-Sydney/Master-of-Laws/p/PRG-AU-00065229,1 Year(s),6.5 IELTS,Masters Degree (Coursework),"['feb', 'july', 'august', 'december']"
